FileName,FuncName and Var Id,M2R,Dual,M2R \ Dual,Dual\M2R,Comments
decNumber.c,decNumberPower-5,"set(['91', '90', '93', '114', '112'])","set(['91', '90', '93', '114', '112'])",set([]),set([]),subset
decNumber.c,decNumberXor-1,"set(['42', '20', '29', '47', '43'])",set(['29']),"set(['20', '42', '43', '47'])",set([]),subset
decNumber.c,decSetCoeff-5,"set(['25', '15', '21', '47', '62', '56', '43', '3', '63', '64', '7', '67'])","set(['25', '15', '47', '62', '56', '43', '3', '63', '64', '67'])","set(['21', '7'])",set([]),subset
decNumber.c,decSetCoeff-4,"set(['47', '56', '43', '3', '63', '64', '7', '67'])","set(['3', '56', '64', '43', '67'])","set(['47', '63', '7'])",set([]),subset
decNumber.c,decDivideOp-14,"set(['255', '111', '113', '112'])","set(['111', '113', '112'])",set(['255']),set([]),subset
decNumber.c,decSetCoeff-6,"set(['64', '67'])",set(['64']),set(['67']),set([]),subset
decNumber.c,decSetCoeff-1,"set(['56', '53', '62', '63', '64', '67'])","set(['63', '62', '56', '53'])","set(['64', '67'])",set([]),subset
decNumber.c,decSetCoeff-0,"set(['56', '53', '62', '63', '64', '67'])","set(['63', '62', '56'])","set(['64', '53', '67'])",set([]),subset
decNumber.c,decSetCoeff-3,"set(['25', '15', '21', '47', '62', '56', '43', '3', '63', '64', '7', '67'])","set(['25', '15', '47', '62', '56', '43', '3', '63', '64', '67'])","set(['21', '7'])",set([]),subset
decNumber.c,decSetCoeff-2,set(['67']),set(['67']),set([]),set([]),subset
decNumber.c,decMultiplyOp-19,"set(['117', '21', '104', '110'])","set(['117', '21', '104', '110'])",set([]),set([]),subset
decNumber.c,decTrim-5,"set(['8', '31', '34', '38', '32'])","set(['8', '31', '34', '38', '32'])",set([]),set([]),subset
decNumber.c,decQuantizeOp-0,"set(['43', '30', '36', '35', '38'])","set(['30', '36'])","set(['38', '43', '35'])",set([]),subset
decNumber.c,decNumberInvert-4,"set(['14', '34'])",set(['14']),set(['34']),set([]),subset
decNumber.c,decDivideOp-18,"set(['86', '87', '255'])","set(['86', '87'])",set(['255']),set([]),subset
decNumber.c,decDivideOp-19,"set(['113', '141', '260', '63', '111', '135', '112', '252', '253', '250', '138', '255'])","set(['113', '141', '260', '63', '111', '135', '112', '252', '253', '250', '138', '255'])",set([]),set([]),subset
decNumber.c,decNumberFromUInt32-2,"set(['3', '7'])","set(['3', '7'])",set([]),set([]),subset
decNumber.c,decNumberFromUInt32-3,"set(['3', '7'])",set(['3']),set(['7']),set([]),subset
decNumber.c,decNumberFromUInt32-0,set(['7']),set(['7']),set([]),set([]),subset
decNumber.c,decNumberFromUInt32-1,set(['7']),set(['7']),set([]),set([]),subset
decNumber.c,decNumberXor-2,"set(['39', '27', '20', '47', '42', '29', '40', '43'])","set(['39', '27', '42', '29', '40', '43'])","set(['47', '20'])",set([]),subset
decNumber.c,decNumberFromString-8,"set(['2', '17'])","set(['2', '17'])",set([]),set([]),subset
decNumber.c,decNumberToInt32-0,"set(['19', '24', '21', '23'])","set(['19', '24', '21'])",set(['23']),set([]),subset
decNumber.c,decUnitCompare-4,"set(['44', '6'])",set(['6']),set(['44']),set([]),subset
decNumber.c,decShiftToLeast-2,"set(['26', '27', '20'])","set(['26', '20'])",set(['27']),set([]),subset
decNumber.c,decStatus-0,"set(['5', '4'])","set(['5', '4'])",set([]),set([]),subset
decNumber.c,decUnitCompare-5,"set(['44', '6'])",set(['6']),set(['44']),set([]),subset
decNumber.c,decNumberPower-4,"set(['76', '114'])","set(['76', '114'])",set([]),set([]),subset
decNumber.c,decUnitAddSub-6,"set(['13', '12', '58', '16', '44', '49', '29', '5', '57'])","set(['13', '12', '58', '16', '44', '49', '29', '5', '57'])",set([]),set([]),subset
decNumber.c,decUnitAddSub-5,"set(['58', '53', '49'])","set(['53', '49'])",set(['58']),set([]),subset
decNumber.c,decMultiplyOp-12,"set(['117', '104', '97', '110'])",set(['97']),"set(['117', '110', '104'])",set([]),subset
decNumber.c,decUnitAddSub-3,"set(['33', '44', '29', '16'])","set(['33', '44', '29', '16'])",set([]),set([]),subset
decNumber.c,decUnitAddSub-2,set(['58']),set(['58']),set([]),set([]),subset
decNumber.c,decUnitAddSub-1,"set(['13', '12', '16', '33', '44', '29', '5'])","set(['13', '12', '16', '33', '44', '29', '5'])",set([]),set([]),subset
decNumber.c,decTrim-3,"set(['19', '8', '38', '20', '23'])","set(['19', '8', '20', '23'])",set(['38']),set([]),subset
decNumber.c,decSetOverflow-1,"set(['5', '22'])",set(['5']),set(['22']),set([]),subset
decNumber.c,decTrim-0,"set(['32', '38', '34'])",set(['38']),"set(['32', '34'])",set([]),subset
decNumber.c,decUnitAddSub-9,"set(['13', '15'])","set(['13', '15'])",set([]),set([]),subset
decNumber.c,decUnitAddSub-8,set(['15']),set(['15']),set([]),set([]),subset
decNumber.c,decFinalize-0,"set(['9', '11', '24'])","set(['9', '24'])",set(['11']),set([]),subset
decNumber.c,decExpOp-14,"set(['64', '88', '28'])",set(['28']),"set(['88', '64'])",set([]),subset
decNumber.c,decNaNs-0,"set(['18', '27'])",set(['18']),set(['27']),set([]),subset
decNumber.c,decNaNs-1,"set(['9', '10', '12', '11'])","set(['9', '10', '12', '11'])",set([]),set([]),subset
decNumber.c,decNaNs-2,"set(['18', '27'])",set(['18']),set(['27']),set([]),subset
decNumber.c,decNumberSetBCD-1,"set(['9', '7'])","set(['9', '7'])",set([]),set([]),subset
decNumber.c,decNumberRotate-2,"set(['13', '45', '42', '43', '44'])","set(['13', '42', '43'])","set(['44', '45'])",set([]),subset
decNumber.c,decUnitCompare-0,set(['44']),set(['44']),set([]),set([]),subset
decNumber.c,decUnitCompare-1,set(['44']),set(['44']),set([]),set([]),subset
decNumber.c,decUnitCompare-2,"set(['44', '41'])",set(['41']),set(['44']),set([]),subset
decNumber.c,decUnitCompare-3,"set(['44', '36', '41'])",set(['36']),"set(['44', '41'])",set([]),subset
decNumber.c,decReverse-1,set(['1']),set(['1']),set([]),set([]),subset
decNumber.c,decReverse-0,set(['1']),set(['1']),set([]),set([]),subset
decNumber.c,decUnitCompare-6,"set(['33', '44'])","set(['33', '44'])",set([]),set([]),subset
decNumber.c,decUnitCompare-7,"set(['33', '44'])","set(['33', '44'])",set([]),set([]),subset
decNumber.c,decUnitCompare-8,"set(['44', '29'])",set(['29']),set(['44']),set([]),subset
decNumber.c,decNumberOr-7,"set(['47', '20'])",set(['20']),set(['47']),set([]),subset
decNumber.c,decSetOverflow-2,"set(['18', '13', '22', '16'])","set(['18', '13', '22', '16'])",set([]),set([]),subset
decNumber.c,decNumberXor-6,"set(['47', '20'])",set(['20']),set(['47']),set([]),subset
decNumber.c,decNumberCompareTotalMag-6,"set(['19', '18', '21'])","set(['19', '18', '21'])",set([]),set([]),subset
decNumber.c,decShiftToLeast-1,set(['27']),set(['27']),set([]),set([]),subset
decNumber.c,decNumberToIntegralExact-0,set(['11']),set(['11']),set([]),set([]),subset
decNumber.c,decNumberToIntegralExact-1,set(['11']),set(['11']),set([]),set([]),subset
decNumber.c,decCompare-2,"set(['47', '38'])","set(['47', '38'])",set([]),set([]),subset
decNumber.c,decNumberPower-9,"set(['114', '28', '29'])","set(['114', '28', '29'])",set([]),set([]),subset
decNumber.c,decShiftToLeast-4,"set(['27', '12', '20'])","set(['27', '12', '20'])",set([]),set([]),subset
decNumber.c,decNumberGetBCD-0,"set(['1', '5'])","set(['1', '5'])",set([]),set([]),subset
decNumber.c,decDivideOp-4,"set(['199', '260', '252', '253', '250', '255'])","set(['250', '260', '199'])","set(['252', '253', '255'])",set([]),subset
decNumber.c,decDivideOp-5,"set(['201', '260', '252', '253', '250', '255'])",set(['201']),"set(['252', '253', '250', '260', '255'])",set([]),subset
decNumber.c,decDivideOp-6,"set(['56', '255'])","set(['56', '255'])",set([]),set([]),subset
decNumber.c,decDivideOp-7,"set(['56', '255'])","set(['56', '255'])",set([]),set([]),subset
decNumber.c,decDivideOp-0,"set(['260', '252', '247', '246', '253', '234', '235', '250', '249', '231', '255'])","set(['234', '235', '231'])","set(['247', '260', '246', '252', '253', '250', '249', '255'])",set([]),subset
decNumber.c,decDivideOp-1,"set(['213', '260', '247', '246', '253', '252', '235', '225', '249', '250', '255'])","set(['213', '260', '247', '246', '235', '225'])","set(['252', '253', '250', '249', '255'])",set([]),subset
decNumber.c,decDivideOp-2,"set(['196', '260', '252', '253', '250', '255'])",set(['196']),"set(['252', '253', '250', '260', '255'])",set([]),subset
decNumber.c,decDivideOp-3,"set(['260', '247', '246', '253', '252', '235', '250', '249', '225', '255'])","set(['260', '247', '246', '235', '250', '249', '225'])","set(['252', '253', '255'])",set([]),subset
decNumber.c,decNumberSquareRoot-4,set(['84']),{},set(['84']),set([]),subset
decNumber.c,decNumberSquareRoot-5,"set(['39', '84'])",set(['39']),set(['84']),set([]),subset
decNumber.c,decTrim-4,"set(['38', '20', '17', '23', '16', '8'])","set(['8', '23', '20', '17', '16'])",set(['38']),set([]),subset
decNumber.c,decNumberSquareRoot-7,set(['84']),set(['84']),set([]),set([]),subset
decNumber.c,decDivideOp-8,"set(['153', '111', '260', '168', '253', '252', '165', '250', '255'])","set(['153', '111', '260', '168', '253', '252', '165', '250', '255'])",set([]),set([]),subset
decNumber.c,decDivideOp-9,"set(['253', '175', '188', '187', '255'])",set(['175']),"set(['253', '188', '187', '255'])",set([]),subset
decNumber.c,decMultiplyOp-13,"set(['117', '74', '72', '104', '110'])","set(['74', '72'])","set(['117', '110', '104'])",set([]),subset
decNumber.c,decNumberSquareRoot-3,"set(['28', '84'])","set(['28', '84'])",set([]),set([]),subset
decNumber.c,decNumberFromString-10,"set(['143', '17', '44', '2', '93', '138'])","set(['143', '17', '44', '2', '93', '138'])",set([]),set([]),subset
decNumber.c,decNumberFromString-11,"set(['138', '103', '122', '143', '44', '67', '29', '75', '2', '66', '70', '90', '93', '92', '95'])","set(['138', '103', '122', '143', '44', '67', '29', '75', '2', '66', '70', '90', '93', '92', '95'])",set([]),set([]),subset
decNumber.c,decNumberFromString-12,"set(['129', '122', '138'])","set(['129', '122'])",set(['138']),set([]),subset
decNumber.c,decNumberFromString-13,"set(['129', '122', '138'])","set(['129', '122'])",set(['138']),set([]),subset
decNumber.c,decGetInt-3,"set(['24', '26', '20', '17', '22', '19', '44', '51', '7'])","set(['24', '26', '20', '17', '22', '19', '44', '51', '7'])",set([]),set([]),subset
decNumber.c,decGetInt-2,"set(['24', '26', '20', '22', '19', '51', '44', '42', '43', '50'])","set(['24', '26', '20', '22', '19', '51', '44', '42', '43', '50'])",set([]),set([]),subset
decNumber.c,decGetInt-1,"set(['51', '22', '7'])",set(['7']),"set(['51', '22'])",set([]),subset
decNumber.c,decGetInt-0,"set(['19', '51', '20', '22', '17'])","set(['51', '20'])","set(['19', '17', '22'])",set([]),subset
decNumber.c,decGetInt-6,"set(['19', '51', '20', '22', '17'])","set(['51', '20', '17'])","set(['19', '22'])",set([]),subset
decNumber.c,decNumberOr-5,"set(['47', '20'])",set(['20']),set(['47']),set([]),subset
decNumber.c,decNumberPower-0,"set(['91', '90', '93', '114', '112'])","set(['91', '90'])","set(['114', '93', '112'])",set([]),subset
decNumber.c,decDivideOp-30,"set(['75', '71', '255'])","set(['75', '71'])",set(['255']),set([]),subset
decNumber.c,decDivideOp-16,"set(['141', '122', '260', '124', '112', '111', '138', '255'])",set(['124']),"set(['141', '122', '260', '111', '112', '138', '255'])",set([]),subset
decNumber.c,decDivideOp-32,"set(['150', '153', '145', '88', '260', '111', '165', '92', '255'])","set(['150', '153', '145', '88', '260', '111', '165', '92'])",set(['255']),set([]),subset
decNumber.c,decDivideOp-33,"set(['103', '110', '255'])",set(['103']),"set(['110', '255'])",set([]),subset
decNumber.c,decDivideOp-34,"set(['102', '103', '110', '255'])","set(['102', '103'])","set(['110', '255'])",set([]),subset
decNumber.c,decNumberPower-3,"set(['76', '114'])","set(['76', '114'])",set([]),set([]),subset
decNumber.c,decNumberNextMinus-1,set(['5']),set(['5']),set([]),set([]),subset
decNumber.c,decDivideOp-17,"set(['83', '255'])",set(['83']),set(['255']),set([]),subset
decNumber.c,decMultiplyOp-18,"set(['117', '21', '104', '110'])","set(['117', '21', '104', '110'])",set([]),set([]),subset
decNumber.c,decNumberPower-2,"set(['91', '114', '93', '42', '112'])","set(['91', '114', '42'])","set(['93', '112'])",set([]),subset
decNumber.c,decShiftToLeast-3,"set(['26', '27', '20'])","set(['26', '20'])",set(['27']),set([]),subset
decNumber.c,decAddOp-1,"set(['68', '82', '131', '128'])","set(['68', '82', '131', '128'])",set([]),set([]),subset
decNumber.c,decAddOp-0,"set(['68', '82', '131', '128'])",set(['68']),"set(['82', '128', '131'])",set([]),subset
decNumber.c,decAddOp-3,"set(['99', '128', '131', '63', '65', '82', '80', '97'])","set(['99', '128', '131', '63', '82', '80', '97'])",set(['65']),set([]),subset
decNumber.c,decAddOp-2,"set(['68', '82', '131', '128'])","set(['68', '82', '131', '128'])",set([]),set([]),subset
decNumber.c,decAddOp-5,"set(['128', '39', '38'])","set(['39', '38'])",set(['128']),set([]),subset
decNumber.c,decAddOp-4,"set(['128', '131', '62', '63', '65'])","set(['62', '63'])","set(['128', '131', '65'])",set([]),subset
decNumber.c,decAddOp-7,"set(['128', '131', '86'])",set(['86']),"set(['128', '131'])",set([]),subset
decNumber.c,decAddOp-6,"set(['82', '128', '80', '131'])","set(['82', '128', '80', '131'])",set([]),set([]),subset
decNumber.c,decNumberToInt32-1,"set(['19', '24', '21', '23'])","set(['19', '21'])","set(['24', '23'])",set([]),subset
decNumber.c,decAddOp-8,"set(['82', '128', '80', '131', '84'])","set(['82', '128', '80', '131', '84'])",set([]),set([]),subset
decNumber.c,decNumberToInt32-3,"set(['24', '5', '23'])",set(['5']),"set(['24', '23'])",set([]),subset
decNumber.c,decNumberToInt32-2,"set(['24', '23'])",{},"set(['24', '23'])",set([]),subset
decNumber.c,decNumberToInt32-5,"set(['24', '5', '23'])",set(['5']),"set(['24', '23'])",set([]),subset
decNumber.c,decNumberToInt32-4,"set(['24', '5', '23'])",set(['5']),"set(['24', '23'])",set([]),subset
decNumber.c,decDivideOp-13,"set(['255', '67'])","set(['255', '67'])",set([]),set([]),subset
decNumber.c,decNumberOr-1,"set(['42', '20', '29', '47', '43'])",set(['29']),"set(['20', '42', '43', '47'])",set([]),subset
decNumber.c,decDivideOp-10,"set(['153', '260', '247', '253', '244', '111', '246', '168', '187', '186', '252', '165', '188', '249', '250', '255'])","set(['153', '260', '247', '253', '244', '111', '246', '168', '187', '186', '252', '165', '188', '249', '250', '255'])",set([]),set([]),subset
decNumber.c,decNumberOr-6,"set(['47', '20'])",set(['20']),set(['47']),set([]),subset
decNumber.c,decDivideOp-11,"set(['150', '153', '145', '186', '260', '253', '244', '247', '246', '168', '187', '165', '252', '111', '188', '249', '250', '255'])","set(['150', '153', '145', '186', '260', '253', '244', '247', '246', '168', '187', '165', '252', '111', '188', '249', '250', '255'])",set([]),set([]),subset
decNumber.c,decBiStr-1,set(['1']),set(['1']),set([]),set([]),subset
decNumber.c,decBiStr-0,set(['9']),set(['9']),set([]),set([]),subset
decNumber.c,decBiStr-3,set(['1']),set(['1']),set([]),set([]),subset
decNumber.c,decBiStr-2,set(['1']),set(['1']),set([]),set([]),subset
decNumber.c,decDivideOp-12,"set(['255', '67'])","set(['255', '67'])",set([]),set([]),subset
decNumber.c,decNumberOr-4,"set(['42', '20', '43', '40', '47'])","set(['47', '42', '43', '40'])",set(['20']),set([]),subset
decNumber.c,decLnOp-5,"set(['97', '67'])",set(['67']),set(['97']),set([]),subset
decNumber.c,decLnOp-4,set(['97']),set(['97']),set([]),set([]),subset
decNumber.c,decLnOp-6,"set(['68', '90', '97'])","set(['68', '90', '97'])",set([]),set([]),subset
decNumber.c,decLnOp-1,"set(['65', '97'])","set(['65', '97'])",set([]),set([]),subset
decNumber.c,decLnOp-0,"set(['65', '97'])","set(['65', '97'])",set([]),set([]),subset
decNumber.c,decLnOp-3,"set(['97', '49'])","set(['97', '49'])",set([]),set([]),subset
decNumber.c,decLnOp-2,"set(['97', '49'])","set(['97', '49'])",set([]),set([]),subset
decNumber.c,decNumberAnd-3,"set(['24', '39', '20', '47', '42', '29', '40', '43'])","set(['24', '39', '42', '29', '40', '43'])","set(['47', '20'])",set([]),subset
decNumber.c,decNumberAnd-2,"set(['39', '27', '20', '47', '42', '29', '40', '43'])","set(['39', '27', '42', '29', '40', '43'])","set(['47', '20'])",set([]),subset
decNumber.c,decNumberAnd-1,"set(['42', '20', '29', '47', '43'])",set(['29']),"set(['20', '42', '43', '47'])",set([]),subset
decNumber.c,decNumberAnd-0,"set(['42', '20', '43', '40', '47'])",set(['47']),"set(['20', '42', '43', '40'])",set([]),subset
decNumber.c,decNumberAnd-7,"set(['47', '20'])",set(['20']),set(['47']),set([]),subset
decNumber.c,decNumberAnd-6,"set(['47', '20'])",set(['20']),set(['47']),set([]),subset
decNumber.c,decNumberAnd-5,"set(['47', '20'])",set(['20']),set(['47']),set([]),subset
decNumber.c,decNumberAnd-4,"set(['42', '20', '43', '40', '47'])","set(['47', '42', '43', '40'])",set(['20']),set([]),subset
decNumber.c,decNumberNextPlus-0,set(['5']),set(['5']),set([]),set([]),subset
decNumber.c,decNumberNextPlus-1,set(['5']),set(['5']),set([]),set([]),subset
decNumber.c,decShiftToLeast-5,"set(['27', '26', '12', '20'])","set(['27', '26', '12', '20'])",set([]),set([]),subset
decNumber.c,decCompare-0,set(['47']),set(['47']),set([]),set([]),subset
decNumber.c,decQuantizeOp-1,"set(['12', '43'])",set(['12']),set(['43']),set([]),subset
decNumber.c,decCompare-1,"set(['47', '38'])","set(['47', '38'])",set([]),set([]),subset
decNumber.c,decToString-8,"set(['99', '144', '20', '58', '109', '77', '122', '63', '81', '105'])","set(['99', '144', '20', '58', '109', '77', '122', '63', '81', '105'])",set([]),set([]),subset
decNumber.c,decToString-9,"set(['126', '115', '114', '117', '89', '137', '66', '112', '68', '69', '81', '86', '87', '84', '26', '20', '22', '119', '28', '29', '130', '133', '144', '143', '99', '122', '109', '73', '125', '71', '91', '105', '77', '58', '132', '33', '31', '135', '63'])","set(['126', '115', '114', '117', '89', '137', '66', '112', '68', '69', '81', '86', '87', '84', '26', '22', '119', '28', '29', '130', '133', '144', '143', '99', '122', '109', '73', '125', '71', '91', '105', '77', '58', '132', '33', '31', '135', '63'])",set(['20']),set([]),subset
decNumber.c,decToString-6,"set(['99', '144', '20', '58', '22', '143', '109', '77', '122', '63', '126', '81', '105'])","set(['99', '144', '20', '58', '22', '143', '109', '77', '122', '63', '126', '81', '105'])",set([]),set([]),subset
decNumber.c,decToString-7,"set(['10', '144', '15', '58', '22', '141', '143', '77', '99', '122', '5', '126', '20', '101', '95', '105'])","set(['10', '144', '15', '58', '22', '141', '143', '77', '99', '122', '5', '126', '20', '101', '95', '105'])",set([]),set([]),subset
decNumber.c,decToString-4,"set(['55', '54', '144', '56', '53'])","set(['55', '54', '56', '53'])",set(['144']),set([]),subset
decNumber.c,decToString-5,"set(['144', '58', '55', '54', '56', '53', '99', '122', '101', '95'])","set(['58', '55', '54', '56', '53', '99', '122', '101', '95'])",set(['144']),set([]),subset
decNumber.c,decToString-2,set(['144']),set(['144']),set([]),set([]),subset
decNumber.c,decToString-3,"set(['133', '99', '144', '20', '58', '22', '143', '29', '77', '122', '126', '69', '115', '87', '105'])","set(['133', '115', '144', '143', '29', '77', '99', '122', '126', '69', '87'])","set(['20', '58', '22', '105'])",set([]),subset
decNumber.c,decNumberFromInt32-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
decNumber.c,decToString-1,"set(['55', '47', '144', '45', '56'])","set(['47', '45'])","set(['55', '144', '56'])",set([]),subset
decNumber.c,decCompareOp-1,set(['55']),set(['55']),set([]),set([]),subset
decNumber.c,decNumberFromString-7,"set(['138', '143', '17', '44', '2', '103', '93', '101', '95'])","set(['138', '143', '17', '44', '2', '103', '93', '101', '95'])",set([]),set([]),subset
decNumber.c,decNumberCompareTotalMag-4,"set(['19', '10', '21'])","set(['19', '21'])",set(['10']),set([]),subset
decNumber.c,decNumberCompareTotalMag-5,"set(['9', '10', '21'])","set(['9', '10', '21'])",set([]),set([]),subset
decNumber.c,decNumberCompareTotalMag-2,"set(['19', '21'])","set(['19', '21'])",set([]),set([]),subset
decNumber.c,decNumberCompareTotalMag-3,"set(['9', '10', '21'])","set(['9', '21'])",set(['10']),set([]),subset
decNumber.c,decNumberCompareTotalMag-0,"set(['19', '18', '21'])","set(['18', '21'])",set(['19']),set([]),subset
decNumber.c,decNumberFromString-1,"set(['92', '143', '67', '90', '93', '138'])",set(['67']),"set(['138', '90', '93', '92', '143'])",set([]),subset
decNumber.c,decNumberInvert-5,"set(['14', '34'])",set(['14']),set(['34']),set([]),subset
decNumber.c,decMultiplyOp-15,"set(['117', '104', '97', '110'])",set(['97']),"set(['117', '110', '104'])",set([]),subset
decNumber.c,decCompare-5,"set(['47', '21', '22', '29'])","set(['21', '22'])","set(['47', '29'])",set([]),subset
decNumber.c,decExpOp-9,"set(['39', '62', '37', '36', '88', '64'])","set(['39', '62', '37', '36', '88', '64'])",set([]),set([]),subset
decNumber.c,decExpOp-8,"set(['39', '62', '37', '36', '88', '64'])","set(['37', '36'])","set(['39', '64', '62', '88'])",set([]),subset
decNumber.c,decAddOp-9,"set(['11', '10', '128', '131', '82', '68'])","set(['68', '10', '82', '131', '128'])",set(['11']),set([]),subset
decNumber.c,decNumberFromString-9,"set(['39', '143', '17', '2', '9', '103', '93', '138', '95'])","set(['39', '143', '17', '2', '9', '103', '93', '138', '95'])",set([]),set([]),subset
decNumber.c,decNumberSquareRoot-6,"set(['36', '84'])","set(['36', '84'])",set([]),set([]),subset
decNumber.c,decDivideOp-15,"set(['217', '213', '141', '260', '244', '247', '246', '111', '135', '112', '252', '253', '250', '138', '249', '255'])","set(['217', '213', '260', '244', '247', '246', '135', '252', '253', '250', '249', '255'])","set(['138', '112', '111', '141'])",set([]),subset
decNumber.c,decNumberGetBCD-2,set(['1']),set(['1']),set([]),set([]),subset
decNumber.c,decNumberGetBCD-3,"set(['1', '5'])","set(['1', '5'])",set([]),set([]),subset
decNumber.c,decMultiplyOp-23,"set(['38', '30', '28', '40', '117', '110', '104'])","set(['30', '28', '40', '38'])","set(['117', '110', '104'])",set([]),subset
decNumber.c,decNumberGetBCD-1,"set(['1', '5'])","set(['1', '5'])",set([]),set([]),subset
decNumber.c,decExpOp-7,"set(['64', '39', '37', '62', '88'])","set(['64', '39', '37', '62', '88'])",set([]),set([]),subset
decNumber.c,decSetOverflow-0,set(['22']),set(['22']),set([]),set([]),subset
decNumber.c,decSetSubnormal-0,set(['19']),set(['19']),set([]),set([]),subset
decNumber.c,decNumberIsSubnormal-1,set(['9']),set(['9']),set([]),set([]),subset
decNumber.c,decNumberSquareRoot-0,"set(['76', '75', '74', '73', '65', '67', '84'])","set(['73', '65', '67'])","set(['76', '75', '74', '84'])",set([]),subset
decNumber.c,decNumberIsSubnormal-0,set(['9']),set(['9']),set([]),set([]),subset
decNumber.c,decNumberSquareRoot-1,"set(['36', '84'])","set(['36', '84'])",set([]),set([]),subset
decNumber.c,decCompare-3,set(['47']),set(['47']),set([]),set([]),subset
decNumber.c,decNumberFMA-0,"set(['15', '21'])","set(['15', '21'])",set([]),set([]),subset
decNumber.c,decNumberFMA-1,"set(['15', '21'])","set(['15', '21'])",set([]),set([]),subset
decNumber.c,decNumberFMA-2,"set(['19', '21'])","set(['19', '21'])",set([]),set([]),subset
decNumber.c,decNumberXor-0,"set(['42', '20', '43', '40', '47'])",set(['47']),"set(['20', '42', '43', '40'])",set([]),subset
decNumber.c,decExpOp-6,"set(['39', '64', '62', '88'])",set(['62']),"set(['39', '64', '88'])",set([]),subset
decNumber.c,decNumberClassToString-0,set(['21']),set(['21']),set([]),set([]),subset
decNumber.c,decNumberNextToward-2,"set(['24', '20', '14', '17', '19', '21'])",set(['14']),"set(['24', '19', '20', '21', '17'])",set([]),subset
decNumber.c,decApplyRound-5,"set(['91', '89', '95', '48', '67'])","set(['91', '89', '95', '67'])",set(['48']),set([]),subset
decNumber.c,decNumberNextToward-1,"set(['19', '24', '20', '21', '17'])","set(['24', '17'])","set(['19', '20', '21'])",set([]),subset
decNumber.c,decApplyRound-4,"set(['24', '10', '13', '27', '48', '22', '23', '46', '42', '16', '37', '45', '34', '38', '30', '9', '95'])","set(['24', '10', '13', '27', '48', '22', '23', '46', '42', '16', '37', '45', '34', '38', '30', '9'])",set(['95']),set([]),subset
decNumber.c,decShiftToMost-4,"set(['34', '30', '15', '29', '23'])","set(['30', '15', '29', '23'])",set(['34']),set([]),subset
decNumber.c,decApplyRound-0,"set(['91', '95', '70'])",set(['70']),"set(['91', '95'])",set([]),subset
decNumber.c,decNumberNextToward-0,"set(['19', '24', '20', '21', '17'])","set(['24', '17'])","set(['19', '20', '21'])",set([]),subset
decNumber.c,decShiftToMost-1,set(['34']),set(['34']),set([]),set([]),subset
decNumber.c,decShiftToMost-0,set(['34']),set(['34']),set([]),set([]),subset
decNumber.c,decShiftToMost-3,"set(['34', '15', '29', '23'])","set(['15', '29', '23'])",set(['34']),set([]),subset
decNumber.c,decShiftToMost-2,"set(['34', '30', '29', '23'])","set(['30', '29', '23'])",set(['34']),set([]),subset
decNumber.c,decNumberSquareRoot-2,"set(['36', '84'])","set(['36', '84'])",set([]),set([]),subset
decNumber.c,decCompare-6,"set(['46', '47'])",set(['46']),set(['47']),set([]),subset
decNumber.c,decDivideOp-29,"set(['260', '244', '247', '246', '252', '253', '250', '249', '255'])","set(['260', '244', '247', '246', '252', '253', '250', '249', '255'])",set([]),set([]),subset
decNumber.c,decDivideOp-28,"set(['110', '255'])","set(['110', '255'])",set([]),set([]),subset
decNumber.c,decDivideOp-27,"set(['38', '250', '206', '260', '37', '255', '88', '109', '111', '110', '252', '253', '175', '92', '188', '187'])","set(['38', '250', '206', '260', '255', '88', '109', '111', '110', '252', '253', '175', '92', '188', '187'])",set(['37']),set([]),subset
decNumber.c,decDivideOp-26,"set(['141', '122', '260', '111', '112', '138', '255'])",set(['122']),"set(['141', '260', '111', '112', '138', '255'])",set([]),subset
decNumber.c,decDivideOp-25,"set(['141', '260', '111', '135', '112', '138', '255'])","set(['141', '260', '138', '135', '112'])","set(['111', '255'])",set([]),subset
decNumber.c,decDivideOp-24,"set(['140', '141', '260', '111', '135', '112', '138', '255'])","set(['140', '141', '260', '135', '112', '138'])","set(['111', '255'])",set([]),subset
decNumber.c,decDivideOp-23,"set(['58', '255'])",set(['58']),set(['255']),set([]),subset
decNumber.c,decDivideOp-22,"set(['110', '255'])","set(['110', '255'])",set([]),set([]),subset
decNumber.c,decDivideOp-21,"set(['109', '111', '110', '255'])","set(['109', '111', '110'])",set(['255']),set([]),subset
decNumber.c,decDivideOp-20,"set(['141', '122', '260', '111', '112', '138', '255'])",set(['122']),"set(['141', '260', '111', '112', '138', '255'])",set([]),subset
decNumber.c,decUnitAddSub-7,"set(['26', '16', '33', '44', '42', '29'])","set(['26', '16', '33', '44', '42', '29'])",set([]),set([]),subset
decNumber.c,decNumberSquareRoot-9,"set(['36', '84'])","set(['36', '84'])",set([]),set([]),subset
decNumber.c,decExpOp-4,"set(['64', '88', '28'])","set(['64', '88', '28'])",set([]),set([]),subset
decNumber.c,decDecap-0,set(['11']),set(['11']),set([]),set([]),subset
decNumber.c,decDecap-1,set(['11']),set(['11']),set([]),set([]),subset
decNumber.c,decNumberClass-0,set(['21']),set(['21']),set([]),set([]),subset
decNumber.c,decMultiplyOp-9,"set(['90', '117', '110', '104'])","set(['90', '110', '104'])",set(['117']),set([]),subset
